COBERTURA_NETA,Casos_Zika,DESERCIÓN,Lluvia-14d-prev,Lluvia-21d-prev,Lluvia-7d-prev,MORTALIDAD_INFANTIL_POR_MIL_NACIDOS,NAME,NBI,POBLACIÓN_5_16,SEDES_CONECTADAS_A_INTERNET,TASA_MATRICULACIÓN_5_16
89.87,0,0.83,176,3,289,15.71,Colombia-Atlantico-Luruaco,50.54,6266,73.33,89.87
68.92,0,3.77,35,53,130,15.25,Colombia-Boyaca-Macanal,35.23,978,5.0,68.92
97.01,0,1.81,27,165,167,33.88,Colombia-Santander-Macaravita,69.27,435,46.67,97.01
135.17,3,6.69,121,21,141,14.62,Colombia-Antioquia-Maceo,35.42,1376,60.0,135.17
90.17,0,0.43,132,18,33,21.8,Colombia-Cundinamarca-Macheta,45.07,1272,15.38,90.17
93.86,0,2.57,132,18,33,12.43,Colombia-Cundinamarca-Madrid,13.62,17391,21.05,94.08
98.63,3,4.07,146,20,219,20.43,Colombia-Bolivar-Magangue,54.39,29378,32.1,98.73
50.84,0,0.41,13,0,5,36.48,Colombia-Nariño-Magüi,0.0,6393,16.67,50.84
95.18,2,2.24,176,3,289,21.98,Colombia-Bolivar-Mahates,53.68,5971,72.0,95.19
91.2,2,1.2,186,82,55,28.99,Colombia-La_Guajira-Maicao,68.36,43118,25.54,91.24
102.82,0,1.68,124,23,137,27.09,Colombia-Sucre-Majagual,73.96,8232,47.78,102.85
115.76,0,1.27,27,165,167,14.84,Colombia-Santander-Malaga,21.24,3572,20.83,115.76
80.35,6,1.79,157,32,191,18.84,Colombia-Atlantico-Malambo,31.84,27583,5.56,80.59
65.27,0,0.13,5,12,1,31.82,Colombia-Nariño-Mallama,46.06,2070,31.82,65.27
114.03,2,0.65,157,32,191,31.44,Colombia-Atlantico-Manati,57.14,3008,83.33,114.03
59.05,0,4.47,126,76,422,19.15,Colombia-Cesar-Manaure_Balcon_del_Cesar,55.29,3915,50.0,59.05
68.6,2,2.23,186,82,55,54.38,Colombia-La_Guajira-Manaure,55.29,29621,10.81,68.6
125.6,1,4.97,20,69,235,23.58,Colombia-Casanare-Mani,35.24,2625,41.94,125.6
82.89,1,3.41,69,0,20,11.45,Colombia-Caldas-Manizales,10.03,66895,91.24,82.95
57.91,0,1.83,35,53,130,18.52,Colombia-Cundinamarca-Manta,37.61,1074,25.0,57.91
62.61,0,2.32,69,0,20,14.54,Colombia-Caldas-Manzanares,28.13,5106,18.37,62.61
38.46,0,6.38,39,38,96,40.3,Colombia-Meta-Mapiripan,100.0,3843,53.57,38.46
0.0,0,4.56,85,125,218,38.85,Colombia-Guainia-Mapiripana,100.0,841,100.0,28.3
85.03,0,3.39,146,20,219,27.34,Colombia-Bolivar-Margarita,76.03,2491,52.17,85.03
86.77,2,1.87,85,30,204,23.76,Colombia-Bolivar-Maria_la_Baja,59.99,12463,68.89,86.77
87.06,0,3.91,52,19,20,10.89,Colombia-Antioquia-Marinilla,14.56,12536,80.0,87.09
63.05,0,2.19,108,19,155,18.79,Colombia-Boyaca-Maripi,47.63,1908,16.13,63.05
103.9,9,4.85,108,19,155,14.79,Colombia-Tolima-San_Sebastian_de_Mariquita,23.5,6919,15.56,103.95
84.91,9,3.38,69,0,20,17.88,Colombia-Caldas-Marmato,35.99,2240,56.25,84.91
72.55,4,3.04,69,0,20,14.61,Colombia-Caldas-Marquetalia,26.9,3640,34.69,72.55
69.7,2,7.67,75,20,33,20.59,Colombia-Risaralda-Marsella,28.2,4676,48.72,69.7
49.52,0,5.08,69,0,20,15.61,Colombia-Caldas-Marulanda,21.43,834,9.09,49.52
103.42,0,1.69,119,41,123,14.46,Colombia-Santander-Matanza,30.39,1082,28.57,103.42
105.21,52,3.58,52,19,20,13.69,Colombia-Antioquia-Medellin,12.42,371407,98.02,105.4
72.84,0,2.58,32,56,236,19.37,Colombia-Cundinamarca-Medina,42.76,2445,13.33,72.84
0.0,0,4.62,27,51,62,45.12,Colombia-Choco-Medio_Atrato,100.0,7196,10.2,0.0
71.79,0,8.05,7,48,113,50.07,Colombia-Choco-Medio_Baudo,100.0,4041,15.79,71.79
52.34,0,5.08,27,51,62,51.28,Colombia-Choco-Medio_San_Juan,58.2,4610,36.0,52.34
105.05,11,2.54,132,18,33,14.06,Colombia-Tolima-Melgar,16.58,8132,8.0,105.15
70.31,1,0.39,5,12,1,21.19,Colombia-Cauca-Mercaderes,69.05,4018,45.28,70.31
77.5,0,4.32,83,24,32,21.62,Colombia-Meta-Mesetas,100.0,2885,35.71,77.5
57.66,0,1.37,27,25,42,28.38,Colombia-Caqueta-Milan,60.77,3356,19.67,57.66
0.0,0,5.05,32,444,13,49.3,Colombia-Guaviare-Miraflores,44.39,3332,22.73,30.1
78.85,2,1.74,35,53,130,13.08,Colombia-Boyaca-Miraflores,44.39,1934,4.55,78.85
58.83,0,3.32,2,97,83,17.56,Colombia-Cauca-Miranda,50.28,10054,54.29,58.84
54.26,0,0.0,31,413,10,91.97,Colombia-Amazonas-Miriti_Parana,100.0,481,0.0,54.26
76.42,1,8.35,69,0,20,26.77,Colombia-Risaralda-Mistrato,45.01,4551,33.93,76.42
64.11,0,6.89,49,19,101,36.44,Colombia-Vaupes-Mitu,51.78,9255,25.3,64.11
107.85,16,3.26,29,90,281,18.02,Colombia-Putumayo-Mocoa,27.91,10236,49.12,107.9
89.41,0,1.17,27,165,167,20.52,Colombia-Santander-Mogotes,49.42,2437,16.28,89.41
74.18,0,2.65,27,165,167,19.52,Colombia-Santander-Molagavita,49.0,1061,7.41,74.18
98.14,0,1.29,79,7,107,20.86,Colombia-Cordoba-Momil,63.87,3395,70.0,98.26
97.76,3,3.3,146,20,219,25.23,Colombia-Bolivar-Mompos,51.63,11141,84.21,97.77
80.48,0,2.64,22,147,140,24.05,Colombia-Boyaca-Mongua,47.14,1081,0.0,80.48
78.59,0,2.55,22,147,140,17.6,Colombia-Boyaca-Mongui,30.14,1135,0.0,78.59
91.3,3,2.58,35,53,130,13.3,Colombia-Boyaca-Moniquira,30.88,4471,33.33,91.3
89.22,0,1.84,8,0,52,26.06,Colombia-Cordoba-Moñitos,77.14,7308,33.33,89.22
91.12,0,0.86,69,0,20,17.0,Colombia-Antioquia-Montebello,33.97,1340,75.0,91.12
47.73,0,1.06,124,23,137,24.01,Colombia-Bolivar-Montecristo,68.33,5451,28.21,47.73
93.8,20,2.03,64,16,45,26.28,Colombia-Cordoba-Montelibano,49.1,20468,32.26,93.8
78.19,1,9.25,75,20,33,16.35,Colombia-Quindio-Montenegro,22.86,8464,0.0,78.19
98.72,100,3.34,79,7,107,21.17,Colombia-Cordoba-Monteria,44.51,98442,49.8,98.85
97.3,1,3.25,20,69,235,23.25,Colombia-Casanare-Monterrey,27.24,3553,38.46,97.33
70.84,2,3.51,61,81,276,18.72,Colombia-Bolivar-Morales,62.29,5491,32.2,70.84
103.73,0,6.06,22,49,87,25.39,Colombia-Cauca-Morales,62.29,6333,30.56,103.73
74.81,2,2.3,27,25,42,19.71,Colombia-Caqueta-Morelia,40.27,1044,15.79,74.81
38.83,0,0.0,51,21,323,81.19,Colombia-Guainia-Morichal,100.0,376,0.0,38.83
79.3,1,1.08,85,30,204,30.71,Colombia-Sucre-Morroa,61.48,3348,36.84,79.3
127.2,0,3.74,132,18,33,11.51,Colombia-Cundinamarca-Mosquera,11.06,18503,90.0,127.6
38.69,0,0.0,5,24,11,27.25,Colombia-Nariño-Mosquera,11.06,4970,5.71,38.69
54.01,0,2.91,35,53,130,24.67,Colombia-Boyaca-Motavita,50.19,1770,20.0,54.01
63.48,0,0.59,75,20,33,19.77,Colombia-Tolima-Murillo,39.61,1243,17.86,63.48
115.99,0,1.38,4,10,68,46.59,Colombia-Antioquia-Murindo,97.08,1032,5.88,115.99
94.26,2,3.42,15,0,63,26.99,Colombia-Antioquia-Mutata,60.74,5072,12.12,94.26
88.52,0,0.13,119,41,123,16.91,Colombia-Norte_Santander-Mutiscua,37.41,854,40.0,88.52
84.02,10,2.01,108,19,155,14.07,Colombia-Boyaca-Muzo,45.67,2196,16.67,84.02
60.62,0,2.23,5,12,1,19.39,Colombia-Nariño-Nariño,34.22,998,66.67,60.62
56.02,0,4.63,69,0,20,17.91,Colombia-Antioquia-Nariño,34.22,4045,21.28,56.02
80.96,2,0.25,132,18,33,18.25,Colombia-Cundinamarca-Nariño,34.22,478,60.0,80.96
93.23,0,2.3,97,24,6,18.45,Colombia-Huila-Nataga,42.28,1595,34.78,93.23
70.46,2,5.19,60,8,31,24.12,Colombia-Tolima-Natagaima,47.04,4591,27.78,70.49
99.92,0,5.32,124,23,137,22.32,Colombia-Antioquia-Nechi,68.13,6528,35.29,99.92
88.59,2,4.19,4,0,41,34.55,Colombia-Antioquia-Necocli,77.8,16573,55.0,88.59
51.44,1,3.65,69,0,20,16.62,Colombia-Caldas-Neira,22.56,7453,18.18,51.44
101.05,304,5.51,97,24,6,13.66,Colombia-Huila-Neiva,17.7,68586,62.05,101.25
89.58,0,3.93,35,53,130,13.12,Colombia-Cundinamarca-Nemocon,17.16,3301,60.0,89.64
48.26,5,1.92,132,18,33,19.87,Colombia-Cundinamarca-Nilo,24.01,3506,0.0,48.29
36.64,0,0.51,108,19,155,14.29,Colombia-Cundinamarca-Nimaima,29.0,1463,8.33,36.64
71.3,0,2.23,22,147,140,12.84,Colombia-Boyaca-Nobsa,13.54,3802,75.0,71.3
73.66,2,2.15,108,19,155,13.26,Colombia-Cundinamarca-Nocaima,35.27,1310,42.11,73.66
86.38,2,3.51,108,19,155,15.38,Colombia-Caldas-Norcasia,36.66,1623,26.32,86.38
78.47,0,2.44,124,23,137,21.71,Colombia-Bolivar-Norosi,88.81,1616,13.64,78.47
77.18,0,4.27,12,48,68,35.31,Colombia-Choco-Novita,66.19,2340,13.51,77.18
114.46,0,4.47,146,20,219,31.5,Colombia-Magdalena-Nueva_Granada,83.0,5057,9.52,114.65
67.04,0,1.87,35,53,130,16.85,Colombia-Boyaca-Nuevo_Colon,28.48,1499,15.38,67.04
77.84,1,2.86,22,147,140,40.74,Colombia-Casanare-Nunchia,64.02,2274,16.67,77.84
70.54,0,1.82,7,48,113,25.03,Colombia-Choco-Nuqui,45.24,2573,23.81,70.54
58.22,0,0.3,75,20,33,14.66,Colombia-Valle_Del_Cauca-Obando,30.67,3186,14.29,58.22
81.53,0,1.86,91,101,180,17.86,Colombia-Santander-Ocamonte,24.79,996,5.26,81.53
87.48,5,1.86,119,41,123,11.52,Colombia-Norte_Santander-Ocaña,26.16,22351,25.2,87.51
75.93,0,1.46,91,101,180,21.87,Colombia-Santander-Oiba,39.6,2738,14.81,75.93
59.63,0,1.58,35,53,130,18.52,Colombia-Boyaca-Oicata,51.64,701,0.0,59.63
74.54,0,2.15,52,19,20,20.12,Colombia-Antioquia-Olaya,40.63,758,90.0,74.54
63.49,0,0.4,5,24,11,32.6,Colombia-Nariño-Olaya_Herrera,65.56,9696,9.68,63.49
67.3,0,1.5,27,165,167,23.5,Colombia-Santander-Onzaga,53.78,1159,12.5,67.3
65.12,0,3.06,97,24,6,25.15,Colombia-Huila-Oporapa,53.3,4034,18.52,65.12
60.0,1,5.71,5,186,178,24.01,Colombia-Putumayo-Orito,51.11,15501,24.44,60.01
115.98,3,5.34,12,51,67,39.07,Colombia-Casanare-Orocue,62.83,2265,20.0,115.98
90.82,4,2.29,60,8,31,34.94,Colombia-Tolima-Ortega,64.04,8059,27.1,90.82
62.65,0,0.71,5,12,1,21.12,Colombia-Nariño-Ospina,59.19,1676,41.18,62.65
57.91,1,5.4,108,19,155,14.07,Colombia-Boyaca-Otanche,50.66,2868,17.07,57.91
100.53,0,2.12,85,30,204,29.83,Colombia-Sucre-Ovejas,55.5,5129,67.5,100.55
75.56,0,1.83,35,53,130,15.35,Colombia-Boyaca-Pachavita,37.0,495,9.09,75.56
82.66,1,3.28,108,19,155,13.38,Colombia-Cundinamarca-Pacho,22.22,5958,28.57,82.66
52.32,0,0.0,31,413,10,51.86,Colombia-Vaupes-Pacoa,100.0,1661,33.33,52.32
68.0,0,3.03,69,0,20,19.02,Colombia-Caldas-Pacora,24.88,3447,20.0,68.0
98.07,0,4.66,2,97,83,13.74,Colombia-Cauca-Padilla,22.17,1811,71.43,98.07
78.19,1,2.68,35,53,130,20.12,Colombia-Boyaca-Paez,38.15,729,4.17,78.19
88.9,0,3.03,97,24,6,28.08,Colombia-Cauca-Paez,38.15,9806,48.11,88.9
94.48,1,2.6,97,24,6,23.74,Colombia-Huila-Paicol,38.44,1394,40.0,94.48
95.32,0,2.57,61,81,276,21.02,Colombia-Cesar-Pailitas,51.27,4187,46.43,95.32
95.32,0,6.92,108,19,155,26.03,Colombia-Cundinamarca-Paime,59.72,876,7.89,95.32
99.94,0,2.42,35,53,130,12.56,Colombia-Boyaca-Paipa,18.07,6746,19.51,100.04
127.36,1,2.89,22,147,140,16.39,Colombia-Boyaca-Pajarito,41.63,329,40.0,127.36
79.07,18,5.2,97,24,6,16.02,Colombia-Huila-Palermo,30.22,7496,32.69,79.14
74.25,5,3.26,69,0,20,15.87,Colombia-Caldas-Palestina,44.97,3992,42.11,74.25
88.97,0,3.39,29,90,281,21.39,Colombia-Huila-Palestina,44.97,2883,15.0,88.97
41.39,0,0.34,91,101,180,18.8,Colombia-Santander-Palmar,46.39,662,0.0,41.39
99.26,0,1.12,157,32,191,21.96,Colombia-Atlantico-Palmar_de_Varela,37.66,5544,100.0,99.44
97.09,0,1.51,91,101,180,23.71,Colombia-Santander-Palmas_del_Socorro,29.15,447,11.11,97.09
97.73,9,4.13,2,97,83,11.29,Colombia-Valle_Del_Cauca-Palmira,12.75,52226,90.43,97.82
82.56,0,0.75,85,30,204,18.68,Colombia-Sucre-Palmito,73.37,3888,56.52,82.56
81.59,0,3.16,69,0,20,25.3,Colombia-Tolima-Palocabildo,38.0,2075,54.17,81.59
66.93,2,1.5,119,41,123,11.2,Colombia-Norte_Santander-Pamplona,15.05,12206,19.15,66.99
80.94,0,1.58,119,41,123,11.01,Colombia-Norte_Santander-Pamplonita,44.8,1102,0.0,80.94
0.0,0,0.0,73,42,379,81.19,Colombia-Guainia-Pana_Pana,100.0,1039,0.0,0.0
71.55,1,2.37,132,18,33,19.94,Colombia-Cundinamarca-Pandi,35.98,1174,23.08,71.55
0.0,0,2.13,27,165,167,20.16,Colombia-Boyaca-Panqueba,46.93,278,11.11,141.73
0.0,0,0.0,49,19,101,34.91,Colombia-Vaupes-Papunaua,100.0,216,0.0,0.0
81.46,0,0.59,91,101,180,13.1,Colombia-Santander-Paramo,25.64,1014,25.0,81.46
113.04,2,4.2,32,56,236,17.32,Colombia-Cundinamarca-Paratebueno,38.88,1794,9.68,113.04
84.98,0,3.21,132,18,33,13.45,Colombia-Cundinamarca-Pasca,26.24,2803,19.35,84.98
82.88,1,1.9,5,12,1,14.42,Colombia-Nariño-Pasto,16.2,83967,78.0,82.94
73.0,0,3.15,22,49,87,19.07,Colombia-Cauca-Patia,34.39,8683,46.07,73.0
62.94,0,3.87,35,53,130,16.52,Colombia-Boyaca-Pauna,61.74,2631,17.5,62.94
108.07,0,3.49,22,147,140,30.08,Colombia-Boyaca-Paya,82.42,483,13.33,108.07
120.74,1,4.25,49,141,161,27.46,Colombia-Casanare-Paz_de_Ariporo,43.56,6900,11.69,120.74
72.66,0,0.69,22,147,140,14.05,Colombia-Boyaca-Paz_de_Rio,27.61,1068,15.38,72.66
109.67,0,5.45,157,32,191,28.49,Colombia-Magdalena-Pedraza,68.58,1976,53.85,109.67
93.1,1,5.48,61,81,276,23.47,Colombia-Cesar-Pelaya,55.36,4752,19.05,93.1
93.22,0,1.73,52,19,20,14.11,Colombia-Antioquia-Peñol,0.0,3540,95.65,93.22
63.68,2,4.02,69,0,20,9.73,Colombia-Caldas-Pensilvania,23.61,5746,8.7,63.68
69.07,0,5.66,64,16,45,26.06,Colombia-Antioquia-Peque,74.51,2538,43.9,69.07
96.32,24,5.32,75,20,33,11.99,Colombia-Risaralda-Pereira,13.34,84346,98.84,96.66
74.54,0,2.34,35,53,130,18.75,Colombia-Boyaca-Pesca,50.12,1736,0.0,74.54
94.91,0,4.71,29,90,281,34.53,Colombia-Cauca-Piamonte,100.0,1906,9.09,94.91
97.73,1,2.43,91,101,180,10.48,Colombia-Santander-Piedecuesta,14.36,29520,39.24,97.81
75.43,10,1.47,132,18,33,17.77,Colombia-Tolima-Piedras,33.51,1327,50.0,75.43
79.56,0,2.38,22,49,87,18.4,Colombia-Cauca-Piendamo,37.98,9583,68.0,79.56
103.49,0,4.15,75,20,33,22.4,Colombia-Quindio-Pijao,23.86,1204,0.0,103.49
74.25,0,6.05,146,20,219,21.7,Colombia-Magdalena-Pijiño_del_Carmen,83.16,5030,11.11,74.25
64.9,0,4.28,91,101,180,14.3,Colombia-Santander-Pinchote,22.62,1074,27.27,64.9
80.69,1,3.0,124,23,137,32.34,Colombia-Bolivar-Pinillos,81.05,6883,41.46,80.69
72.94,0,1.17,176,3,289,33.19,Colombia-Atlantico-Piojo,54.03,1249,40.0,72.94
115.41,0,2.65,22,147,140,31.5,Colombia-Boyaca-Pisba,80.77,279,8.33,115.41
96.7,0,6.41,97,24,6,24.55,Colombia-Huila-Pital,44.85,3210,26.32,96.7
98.14,5,5.46,29,90,281,16.14,Colombia-Huila-Pitalito,37.08,30593,89.24,98.16
110.08,0,3.77,157,32,191,28.49,Colombia-Magdalena-Pivijay,47.56,7998,31.25,110.1
80.15,2,6.27,60,8,31,26.89,Colombia-Tolima-Planadas,60.17,8357,10.78,80.15
93.31,2,1.97,79,7,107,29.01,Colombia-Cordoba-Planeta_Rica,58.45,15944,36.36,93.31
93.03,2,5.94,146,20,219,23.04,Colombia-Magdalena-Plato,63.61,15518,27.59,93.03
65.62,0,0.43,5,12,1,16.78,Colombia-Nariño-Policarpa,46.56,3854,9.62,65.62
91.8,0,0.53,157,32,191,22.1,Colombia-Atlantico-Polonuevo,35.36,3220,100.0,91.83
79.06,0,2.54,157,32,191,19.04,Colombia-Atlantico-Ponedera,50.03,5388,100.0,79.08
102.75,5,1.76,22,49,87,12.3,Colombia-Cauca-Popayan,18.07,49713,96.06,102.77
121.41,1,3.74,49,141,161,34.76,Colombia-Casanare-Pore,55.49,1957,26.09,121.41
91.38,0,0.74,19,13,4,19.79,Colombia-Nariño-Potosi,42.6,2170,62.96,91.38
76.91,1,2.24,2,97,83,12.71,Colombia-Valle_Del_Cauca-Pradera,23.8,11994,21.62,76.98
111.92,2,4.01,83,24,32,21.26,Colombia-Tolima-Prado,40.33,1585,41.67,111.92
0.0,0,1.1,5,12,1,21.48,Colombia-Nariño-Providencia,64.53,3207,7.14,0.0
89.52,2,0.42,59,0,11,23.28,Colombia-Archipielago_de_San_Andres_Providencia_y_Santa_Catalina-Providencia,0.0,983,60.0,89.52
79.5,0,5.11,126,76,422,33.92,Colombia-Cesar-Pueblo_Bello,83.4,6740,15.79,79.5
69.85,0,2.38,124,23,137,25.42,Colombia-Cordoba-Pueblo_Nuevo,63.04,9681,45.59,69.86
106.34,1,5.77,27,51,62,29.64,Colombia-Risaralda-Pueblo_Rico,52.91,3737,25.93,106.34
94.44,0,7.77,69,0,20,17.39,Colombia-Antioquia-Pueblorrico,30.02,1618,81.25,94.44
72.51,1,1.34,157,32,191,20.35,Colombia-Magdalena-Puebloviejo,57.76,9138,71.43,72.51
132.28,0,2.18,35,53,130,24.84,Colombia-Santander-Puente_Nacional,35.07,2478,7.89,132.28
91.05,0,0.18,5,12,1,17.64,Colombia-Nariño-Puerres,46.15,1665,29.17,91.05
0.0,0,1.27,23,274,94,91.97,Colombia-Amazonas-Puerto_Alegria,100.0,699,0.0,0.0
38.83,0,2.55,60,253,77,48.53,Colombia-Amazonas-Puerto_Arica,71.56,461,16.67,38.83
89.74,20,5.02,5,186,178,16.09,Colombia-Putumayo-Puerto_Asis,30.7,15952,23.64,89.76
76.19,1,3.75,121,21,141,15.87,Colombia-Antioquia-Puerto_Berrio,38.43,10125,78.13,76.21
87.77,12,4.18,108,19,155,19.53,Colombia-Boyaca-Puerto_Boyaca,39.31,13104,37.25,87.84
62.84,2,7.25,5,186,178,21.72,Colombia-Putumayo-Puerto_Caicedo,41.38,3776,20.31,62.84
96.85,2,9.13,110,175,1192,27.16,Colombia-Vichada-Puerto_Carreño,45.62,4513,70.59,96.92
0.0,0,0.0,257,163,353,38.05,Colombia-Guainia-Puerto_Colombia,24.74,1283,0.0,29.85
0.0,8,1.03,157,32,191,16.73,Colombia-Atlantico-Puerto_Colombia,24.74,5350,100.0,0.0
36.03,0,4.44,39,38,96,29.54,Colombia-Meta-Puerto_Concordia,100.0,4998,34.48,36.03
69.93,0,1.04,8,0,52,33.36,Colombia-Cordoba-Puerto_Escondido,84.6,7744,22.0,69.93
0.0,1,3.08,20,69,235,61.35,Colombia-Meta-Puerto_Gaitan,65.47,5475,63.95,0.0
73.4,2,8.22,5,186,178,20.26,Colombia-Putumayo-Puerto_Guzman,100.0,6783,5.23,73.4
66.95,0,1.39,64,16,45,30.29,Colombia-Cordoba-Puerto_Libertador,64.67,12980,18.57,66.95
73.87,0,1.16,16,28,50,42.95,Colombia-Meta-Puerto_Lleras,59.84,2457,69.23,73.87
97.17,1,4.47,20,69,235,24.4,Colombia-Meta-Puerto_Lopez,32.8,8088,80.0,97.19
70.71,1,4.44,121,21,141,17.52,Colombia-Antioquia-Puerto_Nare,31.94,4117,40.91,70.71
70.31,0,5.44,81,113,20,40.18,Colombia-Amazonas-Puerto_Nariño,58.35,2597,6.67,70.31
70.82,0,5.22,121,21,141,21.17,Colombia-Santander-Puerto_Parra,50.91,2029,16.67,70.82
49.79,2,6.3,16,59,69,31.45,Colombia-Meta-Puerto_Rico,46.2,4854,37.78,49.79
67.76,1,2.43,27,25,42,22.54,Colombia-Caqueta-Puerto_Rico,46.2,9111,9.64,67.76
72.5,0,6.01,88,712,365,15.86,Colombia-Arauca-Puerto_Rondon,36.1,1080,22.22,72.5
79.51,3,5.48,108,19,155,13.45,Colombia-Cundinamarca-Puerto_Salgar,29.26,4358,14.81,79.9
64.04,24,6.72,119,41,123,15.29,Colombia-Norte_Santander-Puerto_Santander,43.36,2428,60.0,64.17
43.83,0,3.81,34,46,54,46.2,Colombia-Amazonas-Puerto_Santander,43.36,883,0.0,43.83
88.39,1,1.36,2,97,83,14.74,Colombia-Cauca-Puerto_Tejada,18.05,9884,86.96,88.39
80.39,6,7.21,108,19,155,19.14,Colombia-Antioquia-Puerto_Triunfo,33.65,4645,90.0,80.39
96.45,1,4.58,119,41,123,17.14,Colombia-Santander-Puerto_Wilches,48.98,7522,31.25,96.45
76.76,1,0.8,132,18,33,15.98,Colombia-Cundinamarca-Puli,41.7,624,22.22,76.76
88.25,0,0.09,19,13,4,21.82,Colombia-Nariño-Pupiales,40.94,3634,73.33,88.25
68.91,0,3.4,22,49,87,16.83,Colombia-Cauca-Purace,50.68,3638,24.39,68.91
73.84,8,2.65,83,24,32,18.57,Colombia-Tolima-Purificacion,33.44,5956,30.0,73.89
96.86,0,0.45,85,30,204,21.49,Colombia-Cordoba-Purisima_de_la_Concepcion,67.63,3690,32.0,96.88
80.02,0,1.17,108,19,155,29.17,Colombia-Cundinamarca-Quebradanegra,39.53,1011,26.67,80.02
95.06,0,2.09,32,56,236,16.27,Colombia-Cundinamarca-Quetame,39.23,1357,11.11,95.06
98.19,1,1.8,27,51,62,40.62,Colombia-Choco-Quibdo,89.47,33825,41.67,98.2
81.41,0,7.03,75,20,33,16.14,Colombia-Quindio-Quimbaya,22.1,6827,0.0,81.46
74.45,0,4.51,69,0,20,13.84,Colombia-Risaralda-Quinchia,33.47,7726,47.62,74.45
62.21,1,2.82,108,19,155,22.12,Colombia-Boyaca-Quipama,53.78,1696,21.43,62.21
58.28,1,2.59,132,18,33,23.49,Colombia-Cundinamarca-Quipile,42.72,2006,28.57,58.28
56.67,3,0.82,119,41,123,14.19,Colombia-Norte_Santander-Ragonvalia,44.18,1431,41.67,56.67
88.85,0,1.69,35,53,130,14.02,Colombia-Boyaca-Ramiriqui,41.51,2421,11.76,88.89
0.0,0,0.57,35,53,130,19.38,Colombia-Boyaca-Raquira,60.22,4129,47.37,28.84
0.0,0,3.54,49,141,161,30.6,Colombia-Casanare-Recetor,46.29,1073,8.33,0.0
38.3,0,6.71,61,81,276,33.45,Colombia-Bolivar-Regidor,66.73,2971,41.67,38.3
94.5,0,3.97,104,32,324,18.68,Colombia-Antioquia-Remedios,47.56,6986,37.5,94.5
76.98,0,1.22,157,32,191,22.56,Colombia-Magdalena-Remolino,61.71,2133,60.0,76.98
77.67,2,0.61,176,3,289,15.41,Colombia-Atlantico-Repelon,52.33,6345,83.33,77.67
99.08,2,3.24,2,97,83,16.63,Colombia-Valle_Del_Cauca-Restrepo,20.84,3152,23.33,99.08
0.0,0,3.41,32,56,236,21.57,Colombia-Meta-Restrepo,20.84,2364,76.19,0.0
109.87,0,1.49,52,19,20,11.75,Colombia-Antioquia-Retiro,12.2,3970,76.47,112.52
85.65,2,3.99,132,18,33,15.77,Colombia-Cundinamarca-Ricaurte,36.63,1826,20.0,85.65
80.03,0,0.53,5,12,1,46.34,Colombia-Nariño-Ricaurte,36.63,5153,15.0,80.03
106.77,0,6.56,61,81,276,17.2,Colombia-Cesar-Rio_de_Oro,49.66,3044,31.11,106.77
48.88,0,4.66,27,51,62,54.39,Colombia-Choco-Rio_Iro,82.68,2858,18.18,48.88
74.7,0,2.88,27,51,62,40.62,Colombia-Choco-Rio_Quito,98.81,2530,20.0,74.7
36.35,1,3.64,61,81,276,26.6,Colombia-Bolivar-Rio_Viejo,76.98,4787,19.05,36.35
69.86,0,6.91,60,8,31,29.66,Colombia-Tolima-Rioblanco,65.95,6954,11.0,69.86
101.51,1,4.93,2,97,83,15.31,Colombia-Valle_Del_Cauca-Riofrio,26.41,2717,25.64,101.51
69.46,27,2.97,186,82,55,21.85,Colombia-La_Guajira-Riohacha,49.1,71060,10.18,69.53
87.54,0,3.54,119,41,123,16.37,Colombia-Santander-Rionegro,12.46,6025,9.38,87.54
84.91,1,4.33,52,19,20,9.8,Colombia-Antioquia-Rionegro,12.46,24439,62.5,85.09
90.8,0,6.66,1,1,113,50.02,Colombia-Choco-Riosucio,23.82,8981,13.04,90.8
74.92,1,1.65,69,0,20,14.61,Colombia-Caldas-Riosucio,23.82,12016,17.2,74.93
98.39,0,6.16,69,0,20,20.28,Colombia-Caldas-Risaralda,24.61,2176,21.43,98.39
117.25,17,4.51,97,24,6,16.59,Colombia-Huila-Rivera,32.32,4075,44.44,117.28
64.17,0,0.6,13,0,5,43.6,Colombia-Nariño-Roberto_Payan,72.92,6391,4.76,64.17
98.11,2,1.24,12,48,68,12.9,Colombia-Valle_Del_Cauca-Roldanillo,18.42,6028,15.56,98.41
89.05,0,6.2,75,20,33,17.47,Colombia-Tolima-Roncesvalles,35.51,1434,21.43,89.05
76.81,0,3.4,35,53,130,15.92,Colombia-Boyaca-Rondon,41.71,608,20.0,76.81
65.54,0,1.93,22,49,87,22.32,Colombia-Cauca-Rosas,65.93,2629,58.33,65.54
112.85,0,6.2,75,20,33,20.36,Colombia-Tolima-Rovira,45.96,5113,15.29,112.85
0.0,0,7.44,119,41,123,13.02,Colombia-Santander-Sabana_de_Torres,33.22,3978,1.96,0.0
95.23,0,0.92,157,32,191,19.65,Colombia-Atlantico-Sabanagrande,39.88,6639,100.0,95.29
111.64,0,4.41,32,56,236,28.57,Colombia-Casanare-Sabanalarga,60.28,713,54.55,111.64
76.96,0,0.76,157,32,191,29.82,Colombia-Atlantico-Sabanalarga,60.28,22967,100.0,76.97
85.36,0,6.5,52,19,20,22.55,Colombia-Antioquia-Sabanalarga,60.28,2104,25.81,85.36
