COBERTURA_NETA,Casos_Zika,DESERCIÓN,Lluvia-14d-prev,Lluvia-21d-prev,Lluvia-7d-prev,MORTALIDAD_INFANTIL_POR_MIL_NACIDOS,NAME,NBI,POBLACIÓN_5_16,SEDES_CONECTADAS_A_INTERNET,TASA_MATRICULACIÓN_5_16
75.78,1,3.17,0,0,9,60.96,Colombia-Choco-Lloro,71.78,3332,15.56,75.78
91.57,0,0.76,0,0,217,27.8,Colombia-Cauca-Lopez_de_Micay,44.81,5753,25.0,91.57
88.33,2,1.37,41,5,0,19.99,Colombia-Cordoba-Lorica,64.7,27877,30.66,88.41
0.0,0,1.63,0,5,2,21.74,Colombia-Nariño-Los_Andes,68.49,6323,16.67,29.23
59.39,0,1.31,13,2,0,33.36,Colombia-Cordoba-Los_Cordobas,85.38,6663,48.28,59.39
112.71,0,1.53,41,5,0,22.61,Colombia-Sucre-Los_Palmitos,54.68,4163,50.0,112.78
82.78,23,2.11,294,0,39,11.06,Colombia-Norte_Santander-Los_Patios,18.73,16060,40.0,82.82
95.05,0,2.8,465,0,39,16.53,Colombia-Santander-Los_Santos,40.44,2587,23.33,95.05
79.28,0,0.47,294,0,39,15.5,Colombia-Norte_Santander-Lourdes,35.19,801,10.53,79.28
89.87,0,0.83,49,0,39,15.71,Colombia-Atlantico-Luruaco,50.54,6266,73.33,89.87
68.92,0,3.77,222,0,24,15.25,Colombia-Boyaca-Macanal,35.23,978,5.0,68.92
97.01,0,1.81,181,15,258,33.88,Colombia-Santander-Macaravita,69.27,435,46.67,97.01
135.17,3,6.69,62,2,23,14.62,Colombia-Antioquia-Maceo,35.42,1376,60.0,135.17
90.17,0,0.43,49,7,58,21.8,Colombia-Cundinamarca-Macheta,45.07,1272,15.38,90.17
93.86,0,2.57,49,7,58,12.43,Colombia-Cundinamarca-Madrid,13.62,17391,21.05,94.08
98.63,2,4.07,185,1,18,20.43,Colombia-Bolivar-Magangue,54.39,29378,32.1,98.73
50.84,0,0.41,0,0,63,36.48,Colombia-Nariño-Magüi,0.0,6393,16.67,50.84
95.18,0,2.24,49,0,39,21.98,Colombia-Bolivar-Mahates,53.68,5971,72.0,95.19
91.2,0,1.2,224,0,45,28.99,Colombia-La_Guajira-Maicao,68.36,43118,25.54,91.24
102.82,0,1.68,303,0,13,27.09,Colombia-Sucre-Majagual,73.96,8232,47.78,102.85
115.76,0,1.27,181,15,258,14.84,Colombia-Santander-Malaga,21.24,3572,20.83,115.76
80.35,6,1.79,75,3,9,18.84,Colombia-Atlantico-Malambo,31.84,27583,5.56,80.59
65.27,0,0.13,0,5,2,31.82,Colombia-Nariño-Mallama,46.06,2070,31.82,65.27
114.03,0,0.65,75,3,9,31.44,Colombia-Atlantico-Manati,57.14,3008,83.33,114.03
59.05,0,4.47,234,0,24,19.15,Colombia-Cesar-Manaure_Balcon_del_Cesar,55.29,3915,50.0,59.05
68.6,1,2.23,224,0,45,54.38,Colombia-La_Guajira-Manaure,55.29,29621,10.81,68.6
125.6,1,4.97,202,0,55,23.58,Colombia-Casanare-Mani,35.24,2625,41.94,125.6
82.89,1,3.41,15,1,17,11.45,Colombia-Caldas-Manizales,10.03,66895,91.24,82.95
57.91,0,1.83,222,0,24,18.52,Colombia-Cundinamarca-Manta,37.61,1074,25.0,57.91
62.61,0,2.32,15,1,17,14.54,Colombia-Caldas-Manzanares,28.13,5106,18.37,62.61
38.46,0,6.38,222,4,55,40.3,Colombia-Meta-Mapiripan,100.0,3843,53.57,38.46
0.0,0,4.56,128,0,18,38.85,Colombia-Guainia-Mapiripana,100.0,841,100.0,28.3
85.03,0,3.39,185,1,18,27.34,Colombia-Bolivar-Margarita,76.03,2491,52.17,85.03
86.77,2,1.87,41,5,0,23.76,Colombia-Bolivar-Maria_la_Baja,59.99,12463,68.89,86.77
87.06,0,3.91,1,0,5,10.89,Colombia-Antioquia-Marinilla,14.56,12536,80.0,87.09
63.05,0,2.19,34,0,51,18.79,Colombia-Boyaca-Maripi,47.63,1908,16.13,63.05
103.9,6,4.85,34,0,51,14.79,Colombia-Tolima-San_Sebastian_de_Mariquita,23.5,6919,15.56,103.95
84.91,9,3.38,15,1,17,17.88,Colombia-Caldas-Marmato,35.99,2240,56.25,84.91
72.55,4,3.04,15,1,17,14.61,Colombia-Caldas-Marquetalia,26.9,3640,34.69,72.55
69.7,1,7.67,2,0,12,20.59,Colombia-Risaralda-Marsella,28.2,4676,48.72,69.7
49.52,0,5.08,15,1,17,15.61,Colombia-Caldas-Marulanda,21.43,834,9.09,49.52
103.42,0,1.69,294,0,39,14.46,Colombia-Santander-Matanza,30.39,1082,28.57,103.42
105.21,44,3.58,1,0,5,13.69,Colombia-Antioquia-Medellin,12.42,371407,98.02,105.4
72.84,0,2.58,284,2,147,19.37,Colombia-Cundinamarca-Medina,42.76,2445,13.33,72.84
0.0,0,4.62,0,0,9,45.12,Colombia-Choco-Medio_Atrato,100.0,7196,10.2,0.0
71.79,0,8.05,0,0,3,50.07,Colombia-Choco-Medio_Baudo,100.0,4041,15.79,71.79
52.34,0,5.08,0,0,9,51.28,Colombia-Choco-Medio_San_Juan,58.2,4610,36.0,52.34
105.05,8,2.54,49,7,58,14.06,Colombia-Tolima-Melgar,16.58,8132,8.0,105.15
70.31,1,0.39,0,5,2,21.19,Colombia-Cauca-Mercaderes,69.05,4018,45.28,70.31
77.5,0,4.32,51,9,44,21.62,Colombia-Meta-Mesetas,100.0,2885,35.71,77.5
57.66,0,1.37,16,0,22,28.38,Colombia-Caqueta-Milan,60.77,3356,19.67,57.66
0.0,0,5.05,81,0,94,49.3,Colombia-Guaviare-Miraflores,44.39,3332,22.73,30.1
78.85,1,1.74,222,0,24,13.08,Colombia-Boyaca-Miraflores,44.39,1934,4.55,78.85
58.83,0,3.32,0,0,43,17.56,Colombia-Cauca-Miranda,50.28,10054,54.29,58.84
54.26,0,0.0,55,5,72,91.97,Colombia-Amazonas-Miriti_Parana,100.0,481,0.0,54.26
76.42,1,8.35,15,1,17,26.77,Colombia-Risaralda-Mistrato,45.01,4551,33.93,76.42
64.11,0,6.89,165,0,141,36.44,Colombia-Vaupes-Mitu,51.78,9255,25.3,64.11
107.85,10,3.26,3,0,0,18.02,Colombia-Putumayo-Mocoa,27.91,10236,49.12,107.9
89.41,0,1.17,181,15,258,20.52,Colombia-Santander-Mogotes,49.42,2437,16.28,89.41
74.18,0,2.65,181,15,258,19.52,Colombia-Santander-Molagavita,49.0,1061,7.41,74.18
98.14,0,1.29,0,0,1,20.86,Colombia-Cordoba-Momil,63.87,3395,70.0,98.26
97.76,1,3.3,185,1,18,25.23,Colombia-Bolivar-Mompos,51.63,11141,84.21,97.77
80.48,0,2.64,145,1,33,24.05,Colombia-Boyaca-Mongua,47.14,1081,0.0,80.48
78.59,0,2.55,145,1,33,17.6,Colombia-Boyaca-Mongui,30.14,1135,0.0,78.59
91.3,2,2.58,222,0,24,13.3,Colombia-Boyaca-Moniquira,30.88,4471,33.33,91.3
89.22,0,1.84,56,8,0,26.06,Colombia-Cordoba-Moñitos,77.14,7308,33.33,89.22
91.12,0,0.86,15,1,17,17.0,Colombia-Antioquia-Montebello,33.97,1340,75.0,91.12
47.73,0,1.06,303,0,13,24.01,Colombia-Bolivar-Montecristo,68.33,5451,28.21,47.73
93.8,13,2.03,0,5,6,26.28,Colombia-Cordoba-Montelibano,49.1,20468,32.26,93.8
78.19,1,9.25,2,0,12,16.35,Colombia-Quindio-Montenegro,22.86,8464,0.0,78.19
98.72,43,3.34,0,0,1,21.17,Colombia-Cordoba-Monteria,44.51,98442,49.8,98.85
97.3,1,3.25,202,0,55,23.25,Colombia-Casanare-Monterrey,27.24,3553,38.46,97.33
70.84,2,3.51,179,0,22,18.72,Colombia-Bolivar-Morales,62.29,5491,32.2,70.84
103.73,0,6.06,0,0,44,25.39,Colombia-Cauca-Morales,62.29,6333,30.56,103.73
74.81,2,2.3,16,0,22,19.71,Colombia-Caqueta-Morelia,40.27,1044,15.79,74.81
38.83,0,0.0,156,18,5,81.19,Colombia-Guainia-Morichal,100.0,376,0.0,38.83
79.3,1,1.08,41,5,0,30.71,Colombia-Sucre-Morroa,61.48,3348,36.84,79.3
127.2,0,3.74,49,7,58,11.51,Colombia-Cundinamarca-Mosquera,11.06,18503,90.0,127.6
38.69,0,0.0,0,0,156,27.25,Colombia-Nariño-Mosquera,11.06,4970,5.71,38.69
54.01,0,2.91,222,0,24,24.67,Colombia-Boyaca-Motavita,50.19,1770,20.0,54.01
63.48,0,0.59,2,0,12,19.77,Colombia-Tolima-Murillo,39.61,1243,17.86,63.48
115.99,0,1.38,3,3,0,46.59,Colombia-Antioquia-Murindo,97.08,1032,5.88,115.99
94.26,1,3.42,6,0,0,26.99,Colombia-Antioquia-Mutata,60.74,5072,12.12,94.26
88.52,0,0.13,294,0,39,16.91,Colombia-Norte_Santander-Mutiscua,37.41,854,40.0,88.52
84.02,6,2.01,34,0,51,14.07,Colombia-Boyaca-Muzo,45.67,2196,16.67,84.02
60.62,0,2.23,0,5,2,19.39,Colombia-Nariño-Nariño,34.22,998,66.67,60.62
56.02,0,4.63,15,1,17,17.91,Colombia-Antioquia-Nariño,34.22,4045,21.28,56.02
80.96,2,0.25,49,7,58,18.25,Colombia-Cundinamarca-Nariño,34.22,478,60.0,80.96
93.23,0,2.3,9,0,16,18.45,Colombia-Huila-Nataga,42.28,1595,34.78,93.23
70.46,1,5.19,8,0,46,24.12,Colombia-Tolima-Natagaima,47.04,4591,27.78,70.49
99.92,0,5.32,303,0,13,22.32,Colombia-Antioquia-Nechi,68.13,6528,35.29,99.92
88.59,1,4.19,13,2,0,34.55,Colombia-Antioquia-Necocli,77.8,16573,55.0,88.59
51.44,0,3.65,15,1,17,16.62,Colombia-Caldas-Neira,22.56,7453,18.18,51.44
101.05,185,5.51,9,0,16,13.66,Colombia-Huila-Neiva,17.7,68586,62.05,101.25
89.58,0,3.93,222,0,24,13.12,Colombia-Cundinamarca-Nemocon,17.16,3301,60.0,89.64
48.26,5,1.92,49,7,58,19.87,Colombia-Cundinamarca-Nilo,24.01,3506,0.0,48.29
36.64,0,0.51,34,0,51,14.29,Colombia-Cundinamarca-Nimaima,29.0,1463,8.33,36.64
71.3,0,2.23,145,1,33,12.84,Colombia-Boyaca-Nobsa,13.54,3802,75.0,71.3
73.66,0,2.15,34,0,51,13.26,Colombia-Cundinamarca-Nocaima,35.27,1310,42.11,73.66
86.38,0,3.51,34,0,51,15.38,Colombia-Caldas-Norcasia,36.66,1623,26.32,86.38
78.47,0,2.44,303,0,13,21.71,Colombia-Bolivar-Norosi,88.81,1616,13.64,78.47
77.18,0,4.27,0,0,10,35.31,Colombia-Choco-Novita,66.19,2340,13.51,77.18
114.46,0,4.47,185,1,18,31.5,Colombia-Magdalena-Nueva_Granada,83.0,5057,9.52,114.65
67.04,0,1.87,222,0,24,16.85,Colombia-Boyaca-Nuevo_Colon,28.48,1499,15.38,67.04
77.84,0,2.86,145,1,33,40.74,Colombia-Casanare-Nunchia,64.02,2274,16.67,77.84
70.54,0,1.82,0,0,3,25.03,Colombia-Choco-Nuqui,45.24,2573,23.81,70.54
58.22,0,0.3,2,0,12,14.66,Colombia-Valle_Del_Cauca-Obando,30.67,3186,14.29,58.22
81.53,0,1.86,465,0,39,17.86,Colombia-Santander-Ocamonte,24.79,996,5.26,81.53
87.48,2,1.86,294,0,39,11.52,Colombia-Norte_Santander-Ocaña,26.16,22351,25.2,87.51
75.93,0,1.46,465,0,39,21.87,Colombia-Santander-Oiba,39.6,2738,14.81,75.93
59.63,0,1.58,222,0,24,18.52,Colombia-Boyaca-Oicata,51.64,701,0.0,59.63
74.54,0,2.15,1,0,5,20.12,Colombia-Antioquia-Olaya,40.63,758,90.0,74.54
63.49,0,0.4,0,0,156,32.6,Colombia-Nariño-Olaya_Herrera,65.56,9696,9.68,63.49
67.3,0,1.5,181,15,258,23.5,Colombia-Santander-Onzaga,53.78,1159,12.5,67.3
65.12,0,3.06,9,0,16,25.15,Colombia-Huila-Oporapa,53.3,4034,18.52,65.12
60.0,1,5.71,0,0,1,24.01,Colombia-Putumayo-Orito,51.11,15501,24.44,60.01
115.98,2,5.34,161,8,17,39.07,Colombia-Casanare-Orocue,62.83,2265,20.0,115.98
90.82,2,2.29,8,0,46,34.94,Colombia-Tolima-Ortega,64.04,8059,27.1,90.82
62.65,0,0.71,0,5,2,21.12,Colombia-Nariño-Ospina,59.19,1676,41.18,62.65
57.91,1,5.4,34,0,51,14.07,Colombia-Boyaca-Otanche,50.66,2868,17.07,57.91
100.53,0,2.12,41,5,0,29.83,Colombia-Sucre-Ovejas,55.5,5129,67.5,100.55
75.56,0,1.83,222,0,24,15.35,Colombia-Boyaca-Pachavita,37.0,495,9.09,75.56
82.66,1,3.28,34,0,51,13.38,Colombia-Cundinamarca-Pacho,22.22,5958,28.57,82.66
52.32,0,0.0,55,5,72,51.86,Colombia-Vaupes-Pacoa,100.0,1661,33.33,52.32
68.0,0,3.03,15,1,17,19.02,Colombia-Caldas-Pacora,24.88,3447,20.0,68.0
98.07,0,4.66,0,0,43,13.74,Colombia-Cauca-Padilla,22.17,1811,71.43,98.07
78.19,1,2.68,222,0,24,20.12,Colombia-Boyaca-Paez,38.15,729,4.17,78.19
88.9,0,3.03,9,0,16,28.08,Colombia-Cauca-Paez,38.15,9806,48.11,88.9
94.48,0,2.6,9,0,16,23.74,Colombia-Huila-Paicol,38.44,1394,40.0,94.48
95.32,0,2.57,179,0,22,21.02,Colombia-Cesar-Pailitas,51.27,4187,46.43,95.32
95.32,0,6.92,34,0,51,26.03,Colombia-Cundinamarca-Paime,59.72,876,7.89,95.32
99.94,0,2.42,222,0,24,12.56,Colombia-Boyaca-Paipa,18.07,6746,19.51,100.04
127.36,1,2.89,145,1,33,16.39,Colombia-Boyaca-Pajarito,41.63,329,40.0,127.36
79.07,8,5.2,9,0,16,16.02,Colombia-Huila-Palermo,30.22,7496,32.69,79.14
74.25,3,3.26,15,1,17,15.87,Colombia-Caldas-Palestina,44.97,3992,42.11,74.25
88.97,0,3.39,3,0,0,21.39,Colombia-Huila-Palestina,44.97,2883,15.0,88.97
41.39,0,0.34,465,0,39,18.8,Colombia-Santander-Palmar,46.39,662,0.0,41.39
99.26,0,1.12,75,3,9,21.96,Colombia-Atlantico-Palmar_de_Varela,37.66,5544,100.0,99.44
97.09,0,1.51,465,0,39,23.71,Colombia-Santander-Palmas_del_Socorro,29.15,447,11.11,97.09
97.73,3,4.13,0,0,43,11.29,Colombia-Valle_Del_Cauca-Palmira,12.75,52226,90.43,97.82
82.56,0,0.75,41,5,0,18.68,Colombia-Sucre-Palmito,73.37,3888,56.52,82.56
81.59,0,3.16,15,1,17,25.3,Colombia-Tolima-Palocabildo,38.0,2075,54.17,81.59
66.93,2,1.5,294,0,39,11.2,Colombia-Norte_Santander-Pamplona,15.05,12206,19.15,66.99
80.94,0,1.58,294,0,39,11.01,Colombia-Norte_Santander-Pamplonita,44.8,1102,0.0,80.94
0.0,0,0.0,197,62,29,81.19,Colombia-Guainia-Pana_Pana,100.0,1039,0.0,0.0
71.55,0,2.37,49,7,58,19.94,Colombia-Cundinamarca-Pandi,35.98,1174,23.08,71.55
0.0,0,2.13,181,15,258,20.16,Colombia-Boyaca-Panqueba,46.93,278,11.11,141.73
0.0,0,0.0,165,0,141,34.91,Colombia-Vaupes-Papunaua,100.0,216,0.0,0.0
81.46,0,0.59,465,0,39,13.1,Colombia-Santander-Paramo,25.64,1014,25.0,81.46
113.04,0,4.2,284,2,147,17.32,Colombia-Cundinamarca-Paratebueno,38.88,1794,9.68,113.04
84.98,0,3.21,49,7,58,13.45,Colombia-Cundinamarca-Pasca,26.24,2803,19.35,84.98
82.88,1,1.9,0,5,2,14.42,Colombia-Nariño-Pasto,16.2,83967,78.0,82.94
73.0,0,3.15,0,0,44,19.07,Colombia-Cauca-Patia,34.39,8683,46.07,73.0
62.94,0,3.87,222,0,24,16.52,Colombia-Boyaca-Pauna,61.74,2631,17.5,62.94
108.07,0,3.49,145,1,33,30.08,Colombia-Boyaca-Paya,82.42,483,13.33,108.07
120.74,0,4.25,164,3,19,27.46,Colombia-Casanare-Paz_de_Ariporo,43.56,6900,11.69,120.74
72.66,0,0.69,145,1,33,14.05,Colombia-Boyaca-Paz_de_Rio,27.61,1068,15.38,72.66
109.67,0,5.45,75,3,9,28.49,Colombia-Magdalena-Pedraza,68.58,1976,53.85,109.67
93.1,0,5.48,179,0,22,23.47,Colombia-Cesar-Pelaya,55.36,4752,19.05,93.1
93.22,0,1.73,1,0,5,14.11,Colombia-Antioquia-Peñol,0.0,3540,95.65,93.22
63.68,2,4.02,15,1,17,9.73,Colombia-Caldas-Pensilvania,23.61,5746,8.7,63.68
69.07,0,5.66,0,5,6,26.06,Colombia-Antioquia-Peque,74.51,2538,43.9,69.07
96.32,16,5.32,2,0,12,11.99,Colombia-Risaralda-Pereira,13.34,84346,98.84,96.66
74.54,0,2.34,222,0,24,18.75,Colombia-Boyaca-Pesca,50.12,1736,0.0,74.54
94.91,0,4.71,3,0,0,34.53,Colombia-Cauca-Piamonte,100.0,1906,9.09,94.91
97.73,1,2.43,465,0,39,10.48,Colombia-Santander-Piedecuesta,14.36,29520,39.24,97.81
75.43,10,1.47,49,7,58,17.77,Colombia-Tolima-Piedras,33.51,1327,50.0,75.43
79.56,0,2.38,0,0,44,18.4,Colombia-Cauca-Piendamo,37.98,9583,68.0,79.56
103.49,0,4.15,2,0,12,22.4,Colombia-Quindio-Pijao,23.86,1204,0.0,103.49
74.25,0,6.05,185,1,18,21.7,Colombia-Magdalena-Pijiño_del_Carmen,83.16,5030,11.11,74.25
64.9,0,4.28,465,0,39,14.3,Colombia-Santander-Pinchote,22.62,1074,27.27,64.9
80.69,0,3.0,303,0,13,32.34,Colombia-Bolivar-Pinillos,81.05,6883,41.46,80.69
72.94,0,1.17,49,0,39,33.19,Colombia-Atlantico-Piojo,54.03,1249,40.0,72.94
115.41,0,2.65,145,1,33,31.5,Colombia-Boyaca-Pisba,80.77,279,8.33,115.41
96.7,0,6.41,9,0,16,24.55,Colombia-Huila-Pital,44.85,3210,26.32,96.7
98.14,0,5.46,3,0,0,16.14,Colombia-Huila-Pitalito,37.08,30593,89.24,98.16
110.08,0,3.77,75,3,9,28.49,Colombia-Magdalena-Pivijay,47.56,7998,31.25,110.1
80.15,1,6.27,8,0,46,26.89,Colombia-Tolima-Planadas,60.17,8357,10.78,80.15
93.31,0,1.97,0,0,1,29.01,Colombia-Cordoba-Planeta_Rica,58.45,15944,36.36,93.31
93.03,1,5.94,185,1,18,23.04,Colombia-Magdalena-Plato,63.61,15518,27.59,93.03
65.62,0,0.43,0,5,2,16.78,Colombia-Nariño-Policarpa,46.56,3854,9.62,65.62
91.8,0,0.53,75,3,9,22.1,Colombia-Atlantico-Polonuevo,35.36,3220,100.0,91.83
79.06,0,2.54,75,3,9,19.04,Colombia-Atlantico-Ponedera,50.03,5388,100.0,79.08
102.75,2,1.76,0,0,44,12.3,Colombia-Cauca-Popayan,18.07,49713,96.06,102.77
121.41,0,3.74,164,3,19,34.76,Colombia-Casanare-Pore,55.49,1957,26.09,121.41
91.38,0,0.74,0,5,3,19.79,Colombia-Nariño-Potosi,42.6,2170,62.96,91.38
76.91,0,2.24,0,0,43,12.71,Colombia-Valle_Del_Cauca-Pradera,23.8,11994,21.62,76.98
111.92,1,4.01,51,9,44,21.26,Colombia-Tolima-Prado,40.33,1585,41.67,111.92
0.0,0,1.1,0,5,2,21.48,Colombia-Nariño-Providencia,64.53,3207,7.14,0.0
89.52,2,0.42,7,762,9,23.28,Colombia-Archipielago_de_San_Andres_Providencia_y_Santa_Catalina-Providencia,0.0,983,60.0,89.52
79.5,0,5.11,234,0,24,33.92,Colombia-Cesar-Pueblo_Bello,83.4,6740,15.79,79.5
69.85,0,2.38,303,0,13,25.42,Colombia-Cordoba-Pueblo_Nuevo,63.04,9681,45.59,69.86
106.34,1,5.77,0,0,9,29.64,Colombia-Risaralda-Pueblo_Rico,52.91,3737,25.93,106.34
94.44,0,7.77,15,1,17,17.39,Colombia-Antioquia-Pueblorrico,30.02,1618,81.25,94.44
72.51,1,1.34,75,3,9,20.35,Colombia-Magdalena-Puebloviejo,57.76,9138,71.43,72.51
132.28,0,2.18,222,0,24,24.84,Colombia-Santander-Puente_Nacional,35.07,2478,7.89,132.28
91.05,0,0.18,0,5,2,17.64,Colombia-Nariño-Puerres,46.15,1665,29.17,91.05
0.0,0,1.27,41,1,139,91.97,Colombia-Amazonas-Puerto_Alegria,100.0,699,0.0,0.0
38.83,0,2.55,35,4,173,48.53,Colombia-Amazonas-Puerto_Arica,71.56,461,16.67,38.83
89.74,14,5.02,0,0,1,16.09,Colombia-Putumayo-Puerto_Asis,30.7,15952,23.64,89.76
76.19,0,3.75,62,2,23,15.87,Colombia-Antioquia-Puerto_Berrio,38.43,10125,78.13,76.21
87.77,12,4.18,34,0,51,19.53,Colombia-Boyaca-Puerto_Boyaca,39.31,13104,37.25,87.84
62.84,1,7.25,0,0,1,21.72,Colombia-Putumayo-Puerto_Caicedo,41.38,3776,20.31,62.84
96.85,1,9.13,10,1,64,27.16,Colombia-Vichada-Puerto_Carreño,45.62,4513,70.59,96.92
0.0,0,0.0,107,16,33,38.05,Colombia-Guainia-Puerto_Colombia,24.74,1283,0.0,29.85
0.0,7,1.03,75,3,9,16.73,Colombia-Atlantico-Puerto_Colombia,24.74,5350,100.0,0.0
36.03,0,4.44,222,4,55,29.54,Colombia-Meta-Puerto_Concordia,100.0,4998,34.48,36.03
69.93,0,1.04,56,8,0,33.36,Colombia-Cordoba-Puerto_Escondido,84.6,7744,22.0,69.93
0.0,1,3.08,202,0,55,61.35,Colombia-Meta-Puerto_Gaitan,65.47,5475,63.95,0.0
73.4,2,8.22,0,0,1,20.26,Colombia-Putumayo-Puerto_Guzman,100.0,6783,5.23,73.4
66.95,0,1.39,0,5,6,30.29,Colombia-Cordoba-Puerto_Libertador,64.67,12980,18.57,66.95
73.87,0,1.16,308,0,318,42.95,Colombia-Meta-Puerto_Lleras,59.84,2457,69.23,73.87
97.17,0,4.47,202,0,55,24.4,Colombia-Meta-Puerto_Lopez,32.8,8088,80.0,97.19
70.71,1,4.44,62,2,23,17.52,Colombia-Antioquia-Puerto_Nare,31.94,4117,40.91,70.71
70.31,0,5.44,35,0,24,40.18,Colombia-Amazonas-Puerto_Nariño,58.35,2597,6.67,70.31
70.82,0,5.22,62,2,23,21.17,Colombia-Santander-Puerto_Parra,50.91,2029,16.67,70.82
49.79,0,6.3,207,41,177,31.45,Colombia-Meta-Puerto_Rico,46.2,4854,37.78,49.79
67.76,0,2.43,16,0,22,22.54,Colombia-Caqueta-Puerto_Rico,46.2,9111,9.64,67.76
72.5,0,6.01,222,0,7,15.86,Colombia-Arauca-Puerto_Rondon,36.1,1080,22.22,72.5
79.51,3,5.48,34,0,51,13.45,Colombia-Cundinamarca-Puerto_Salgar,29.26,4358,14.81,79.9
64.04,19,6.72,294,0,39,15.29,Colombia-Norte_Santander-Puerto_Santander,43.36,2428,60.0,64.17
43.83,0,3.81,85,8,126,46.2,Colombia-Amazonas-Puerto_Santander,43.36,883,0.0,43.83
88.39,1,1.36,0,0,43,14.74,Colombia-Cauca-Puerto_Tejada,18.05,9884,86.96,88.39
80.39,1,7.21,34,0,51,19.14,Colombia-Antioquia-Puerto_Triunfo,33.65,4645,90.0,80.39
96.45,1,4.58,294,0,39,17.14,Colombia-Santander-Puerto_Wilches,48.98,7522,31.25,96.45
76.76,1,0.8,49,7,58,15.98,Colombia-Cundinamarca-Puli,41.7,624,22.22,76.76
88.25,0,0.09,0,5,3,21.82,Colombia-Nariño-Pupiales,40.94,3634,73.33,88.25
68.91,0,3.4,0,0,44,16.83,Colombia-Cauca-Purace,50.68,3638,24.39,68.91
73.84,7,2.65,51,9,44,18.57,Colombia-Tolima-Purificacion,33.44,5956,30.0,73.89
96.86,0,0.45,41,5,0,21.49,Colombia-Cordoba-Purisima_de_la_Concepcion,67.63,3690,32.0,96.88
80.02,0,1.17,34,0,51,29.17,Colombia-Cundinamarca-Quebradanegra,39.53,1011,26.67,80.02
95.06,0,2.09,284,2,147,16.27,Colombia-Cundinamarca-Quetame,39.23,1357,11.11,95.06
98.19,0,1.8,0,0,9,40.62,Colombia-Choco-Quibdo,89.47,33825,41.67,98.2
81.41,0,7.03,2,0,12,16.14,Colombia-Quindio-Quimbaya,22.1,6827,0.0,81.46
74.45,0,4.51,15,1,17,13.84,Colombia-Risaralda-Quinchia,33.47,7726,47.62,74.45
62.21,0,2.82,34,0,51,22.12,Colombia-Boyaca-Quipama,53.78,1696,21.43,62.21
58.28,0,2.59,49,7,58,23.49,Colombia-Cundinamarca-Quipile,42.72,2006,28.57,58.28
56.67,3,0.82,294,0,39,14.19,Colombia-Norte_Santander-Ragonvalia,44.18,1431,41.67,56.67
88.85,0,1.69,222,0,24,14.02,Colombia-Boyaca-Ramiriqui,41.51,2421,11.76,88.89
0.0,0,0.57,222,0,24,19.38,Colombia-Boyaca-Raquira,60.22,4129,47.37,28.84
0.0,0,3.54,164,3,19,30.6,Colombia-Casanare-Recetor,46.29,1073,8.33,0.0
38.3,0,6.71,179,0,22,33.45,Colombia-Bolivar-Regidor,66.73,2971,41.67,38.3
94.5,0,3.97,100,0,23,18.68,Colombia-Antioquia-Remedios,47.56,6986,37.5,94.5
76.98,0,1.22,75,3,9,22.56,Colombia-Magdalena-Remolino,61.71,2133,60.0,76.98
77.67,2,0.61,49,0,39,15.41,Colombia-Atlantico-Repelon,52.33,6345,83.33,77.67
99.08,0,3.24,0,0,43,16.63,Colombia-Valle_Del_Cauca-Restrepo,20.84,3152,23.33,99.08
0.0,0,3.41,284,2,147,21.57,Colombia-Meta-Restrepo,20.84,2364,76.19,0.0
109.87,0,1.49,1,0,5,11.75,Colombia-Antioquia-Retiro,12.2,3970,76.47,112.52
85.65,2,3.99,49,7,58,15.77,Colombia-Cundinamarca-Ricaurte,36.63,1826,20.0,85.65
80.03,0,0.53,0,5,2,46.34,Colombia-Nariño-Ricaurte,36.63,5153,15.0,80.03
106.77,0,6.56,179,0,22,17.2,Colombia-Cesar-Rio_de_Oro,49.66,3044,31.11,106.77
48.88,0,4.66,0,0,9,54.39,Colombia-Choco-Rio_Iro,82.68,2858,18.18,48.88
74.7,0,2.88,0,0,9,40.62,Colombia-Choco-Rio_Quito,98.81,2530,20.0,74.7
36.35,1,3.64,179,0,22,26.6,Colombia-Bolivar-Rio_Viejo,76.98,4787,19.05,36.35
69.86,0,6.91,8,0,46,29.66,Colombia-Tolima-Rioblanco,65.95,6954,11.0,69.86
101.51,0,4.93,0,0,43,15.31,Colombia-Valle_Del_Cauca-Riofrio,26.41,2717,25.64,101.51
69.46,8,2.97,224,0,45,21.85,Colombia-La_Guajira-Riohacha,49.1,71060,10.18,69.53
87.54,0,3.54,294,0,39,16.37,Colombia-Santander-Rionegro,12.46,6025,9.38,87.54
84.91,1,4.33,1,0,5,9.8,Colombia-Antioquia-Rionegro,12.46,24439,62.5,85.09
90.8,0,6.66,26,0,46,50.02,Colombia-Choco-Riosucio,23.82,8981,13.04,90.8
74.92,1,1.65,15,1,17,14.61,Colombia-Caldas-Riosucio,23.82,12016,17.2,74.93
98.39,0,6.16,15,1,17,20.28,Colombia-Caldas-Risaralda,24.61,2176,21.43,98.39
117.25,2,4.51,9,0,16,16.59,Colombia-Huila-Rivera,32.32,4075,44.44,117.28
64.17,0,0.6,0,0,63,43.6,Colombia-Nariño-Roberto_Payan,72.92,6391,4.76,64.17
98.11,2,1.24,0,0,10,12.9,Colombia-Valle_Del_Cauca-Roldanillo,18.42,6028,15.56,98.41
