COBERTURA_NETA,Casos_Zika,DESERCIÓN,Lluvia-14d-prev,Lluvia-21d-prev,Lluvia-7d-prev,MORTALIDAD_INFANTIL_POR_MIL_NACIDOS,NAME,NBI,POBLACIÓN_5_16,SEDES_CONECTADAS_A_INTERNET,TASA_MATRICULACIÓN_5_16
0.0,0,2.58,49,7,58,11.52,Colombia-Cundinamarca-Cota,13.88,5193,0.0,0.0
103.09,0,3.27,41,5,0,24.31,Colombia-Cordoba-Cotorra,61.27,3110,75.0,103.15
80.1,0,3.54,181,15,258,32.94,Colombia-Boyaca-Covarachia,79.65,603,5.56,80.1
93.51,1,1.9,41,5,0,33.01,Colombia-Sucre-Coveñas,56.2,3436,42.86,93.68
84.86,0,3.19,8,0,46,38.11,Colombia-Tolima-Coyaima,71.74,7286,40.0,84.86
77.73,0,4.44,219,0,3,31.96,Colombia-Arauca-Cravo_Norte,53.91,961,23.08,77.73
62.27,0,0.37,0,5,3,27.0,Colombia-Nariño-Cuaspud,56.59,2033,64.29,62.27
62.74,0,0.5,301,1,182,24.98,Colombia-Boyaca-Cubara,58.46,1841,13.04,62.74
94.94,0,5.03,308,0,318,19.97,Colombia-Meta-San_Luis_de_Cubarral,31.17,1344,85.71,94.94
68.03,0,0.96,222,0,24,18.08,Colombia-Boyaca-Cucaita,42.91,1176,42.86,68.03
77.24,0,2.15,222,0,24,22.24,Colombia-Cundinamarca-Cucunuba,40.73,1938,35.29,77.24
93.88,564,3.9,294,0,39,11.28,Colombia-Norte_Santander-Cucuta,23.24,142523,62.44,93.97
74.08,0,1.73,294,0,39,15.93,Colombia-Norte_Santander-Cucutilla,58.61,2018,13.64,74.08
79.85,0,2.59,145,1,33,24.51,Colombia-Boyaca-Cuitiva,46.19,407,40.0,79.85
108.52,0,4.06,284,2,147,21.33,Colombia-Meta-Cumaral,23.3,4403,46.67,108.52
75.8,0,9.93,95,2,1,44.42,Colombia-Vichada-Cumaribo,82.43,11553,32.62,75.8
73.14,0,0.37,0,5,3,22.72,Colombia-Nariño-Cumbal,40.34,8355,36.67,73.14
38.8,0,0.19,0,5,2,30.74,Colombia-Nariño-Cumbitara,100.0,3814,4.88,38.8
80.04,2,5.18,2,0,12,27.07,Colombia-Tolima-Cunday,40.54,2279,17.5,80.04
64.78,1,4.69,41,1,139,27.59,Colombia-Caqueta-Curillo,44.58,3143,16.67,64.78
86.8,0,4.12,465,0,39,18.76,Colombia-Santander-Curiti,40.21,2394,18.18,86.8
124.22,3,1.27,149,0,13,16.27,Colombia-Cesar-Curumani,47.89,6329,23.4,124.35
87.45,0,3.92,6,0,0,32.64,Colombia-Antioquia-Dabeiba,66.49,5849,39.29,87.45
108.2,0,2.66,0,0,43,13.67,Colombia-Valle_Del_Cauca-Dagua,24.98,6524,28.38,108.2
72.82,0,1.41,151,0,8,25.54,Colombia-La_Guajira-Dibulla,66.52,8991,33.33,72.82
50.4,1,1.89,237,0,62,22.23,Colombia-La_Guajira-Distraccion,62.88,4040,83.33,50.4
95.68,0,2.59,51,9,44,23.86,Colombia-Tolima-Dolores,45.32,1689,17.86,95.68
79.42,0,5.42,1,0,5,13.51,Colombia-Antioquia-Donmatias,18.72,5174,89.47,79.42
84.36,5,3.36,2,0,12,13.53,Colombia-Risaralda-Dosquebradas,12.94,37855,98.63,84.43
96.1,0,2.33,222,0,24,11.14,Colombia-Boyaca-Duitama,8.99,24604,100.0,96.18
90.24,1,3.33,294,0,39,12.44,Colombia-Norte_Santander-Durania,34.11,830,5.56,90.24
76.44,0,2.78,1,0,5,16.08,Colombia-Antioquia-Ebejico,42.52,2717,84.38,76.44
77.91,0,7.29,0,0,10,16.68,Colombia-Valle_Del_Cauca-El_Aguila,27.27,2214,21.43,77.91
115.26,1,4.65,100,0,23,19.84,Colombia-Antioquia-El_Bagre,50.75,12515,47.83,115.26
101.38,0,2.59,149,0,13,16.56,Colombia-Magdalena-El_Banco,63.65,15065,49.3,101.42
57.57,0,6.16,0,0,10,23.62,Colombia-Valle_Del_Cauca-El_Cairo,29.44,2088,15.79,57.57
86.14,0,3.98,284,2,147,30.1,Colombia-Meta-El_Calvario,20.19,541,21.43,86.14
57.89,0,0.29,0,0,9,60.9,Colombia-Choco-El_Canton_San_Pablo,52.55,2128,46.15,57.89
69.77,0,1.21,179,0,22,17.52,Colombia-Norte_Santander-El_Carmen,66.53,3639,9.64,69.77
46.3,0,3.35,0,0,9,25.9,Colombia-Choco-El_Carmen_de_Atrato,31.7,4166,14.29,46.3
75.78,2,1.73,41,5,0,32.23,Colombia-Bolivar-El_Carmen_de_Bolivar,93.45,19734,29.29,75.88
74.12,0,5.17,465,0,39,17.24,Colombia-Santander-El_Carmen_de_Chucuri,51.08,4254,14.47,74.12
86.19,0,2.07,1,0,5,14.82,Colombia-Antioquia-El_Carmen_de_Viboral,17.96,10967,62.86,86.25
107.2,0,4.48,308,0,318,24.8,Colombia-Meta-El_Castillo,41.35,1458,52.0,107.2
97.28,0,4.23,0,0,43,14.19,Colombia-Valle_Del_Cauca-El_Cerrito,18.69,10221,5.88,97.3
67.31,2,1.04,0,0,156,36.47,Colombia-Nariño-El_Charco,81.0,10848,8.33,67.31
76.41,0,2.07,181,15,258,24.0,Colombia-Boyaca-El_Cocuy,54.67,1208,20.83,76.41
97.69,7,3.48,49,7,58,12.51,Colombia-Cundinamarca-El_Colegio,21.32,4321,51.72,97.76
107.55,1,5.89,234,0,24,20.98,Colombia-Cesar-El_Copey,51.17,7162,30.99,107.67
81.54,6,5.46,16,0,22,23.17,Colombia-Caqueta-El_Doncello,42.34,5483,20.31,81.56
100.66,0,2.53,308,0,318,21.95,Colombia-Meta-El_Dorado,35.98,907,90.0,100.66
87.35,0,1.43,0,0,10,20.39,Colombia-Valle_Del_Cauca-El_Dovio,23.91,1771,28.95,87.35
0.0,0,3.74,49,2,147,56.23,Colombia-Amazonas-El_Encanto,100.0,1493,22.22,0.0
86.48,0,2.96,181,15,258,21.04,Colombia-Boyaca-El_Espino,51.35,614,15.38,86.48
91.65,0,1.28,465,0,39,21.29,Colombia-Santander-El_Guacamayo,36.16,395,23.08,91.65
88.45,0,2.7,75,3,9,24.12,Colombia-Bolivar-El_Guamo,59.11,1688,75.0,88.45
73.9,0,7.22,0,0,9,36.09,Colombia-Choco-El_Litoral_San_Juan,77.55,5242,11.54,73.9
58.74,1,3.07,237,0,62,26.34,Colombia-La_Guajira-El_Molino,56.49,1813,25.0,58.74
138.95,0,4.05,149,0,13,26.48,Colombia-Cesar-El_Paso,61.82,6475,48.15,139.24
56.04,1,4.56,16,0,22,25.38,Colombia-Caqueta-El_Paujil,54.22,5744,14.04,56.04
78.67,0,0.52,0,5,2,20.67,Colombia-Nariño-El_Peñol,54.37,1369,26.67,78.67
78.82,1,1.09,34,0,51,24.14,Colombia-Cundinamarca-El_Peñon,72.86,883,8.0,78.82
81.63,0,3.25,179,0,22,28.67,Colombia-Bolivar-El_Peñon,72.86,2510,47.06,81.63
72.38,0,3.98,465,0,39,32.47,Colombia-Santander-El_Peñon,72.86,1336,6.06,72.38
92.4,0,1.49,75,3,9,22.82,Colombia-Magdalena-El_Piñon,61.63,4144,83.33,92.4
106.63,0,4.0,294,0,39,20.61,Colombia-Santander-El_Playon,44.92,2731,4.26,106.63
89.76,0,2.18,75,3,9,19.24,Colombia-Magdalena-El_Reten,59.22,6115,42.11,89.81
41.28,1,3.71,222,4,55,32.99,Colombia-Guaviare-El_Retorno,100.0,6890,23.08,41.28
80.78,0,2.29,41,5,0,28.09,Colombia-Sucre-El_Roble,71.58,2580,81.25,80.78
97.87,0,1.41,49,7,58,19.7,Colombia-Cundinamarca-El_Rosal,24.68,4276,88.89,97.9
56.76,0,0.96,0,5,2,32.08,Colombia-Nariño-El_Rosario,81.02,2336,10.71,56.76
121.05,0,3.64,1,0,5,11.15,Colombia-Antioquia-El_Santuario,20.73,5358,68.75,121.05
88.5,0,1.92,0,5,2,19.88,Colombia-Nariño-El_Tablon_de_Gomez,50.22,2983,20.45,88.5
88.86,0,2.19,0,5,2,17.89,Colombia-Nariño-El_Tambo,53.45,2576,16.22,88.86
88.52,0,2.15,0,0,44,25.02,Colombia-Cauca-El_Tambo,53.45,10232,27.49,88.52
120.2,0,1.28,294,0,39,25.9,Colombia-Norte_Santander-El_Tarra,73.11,3149,9.59,120.2
92.82,54,0.52,294,0,39,12.8,Colombia-Norte_Santander-El_Zulia,42.93,5643,20.0,92.82
74.74,0,4.38,9,0,16,17.52,Colombia-Huila-Elias,33.27,1057,46.15,74.74
87.78,0,1.18,465,0,39,17.58,Colombia-Santander-Encino,35.35,483,14.29,87.78
106.92,0,3.53,181,15,258,18.36,Colombia-Santander-Enciso,40.87,650,20.0,106.92
89.52,0,3.7,1,0,5,15.39,Colombia-Antioquia-Entrerrios,15.26,2185,92.86,89.57
68.0,0,1.72,1,0,5,7.6,Colombia-Antioquia-Envigado,5.43,40376,91.67,68.83
85.0,23,3.48,49,7,58,17.36,Colombia-Tolima-Espinal,27.93,16711,29.27,85.1
84.83,0,4.82,49,7,58,12.23,Colombia-Cundinamarca-Facatativa,13.09,29220,92.86,85.0
86.5,0,2.1,34,0,51,13.89,Colombia-Tolima-Falan,35.85,2000,50.0,86.5
79.6,0,4.28,15,1,17,21.98,Colombia-Caldas-Filadelfia,26.57,2378,28.13,79.6
80.73,0,6.54,2,0,12,11.89,Colombia-Quindio-Filandia,18.81,2719,0.0,80.73
71.38,0,0.58,145,1,33,13.98,Colombia-Boyaca-Firavitoba,27.59,1146,0.0,71.47
76.24,19,2.49,49,7,58,14.06,Colombia-Tolima-Flandes,21.4,6129,41.18,76.39
93.46,19,6.23,16,0,22,15.71,Colombia-Caqueta-Florencia,26.85,40544,35.9,93.51
82.59,0,0.44,0,5,2,13.51,Colombia-Cauca-Florencia,26.85,1298,29.41,82.59
65.88,0,1.81,145,1,33,24.55,Colombia-Boyaca-Floresta,46.14,888,6.67,65.88
76.34,0,0.9,222,0,24,28.35,Colombia-Santander-Florian,53.85,1475,23.33,76.34
98.69,0,2.95,0,0,43,12.52,Colombia-Valle_Del_Cauca-Florida,21.63,11775,6.52,98.76
89.89,3,2.72,294,0,39,10.56,Colombia-Santander-Floridablanca,9.43,47654,91.8,90.2
87.52,0,2.39,284,2,147,18.76,Colombia-Cundinamarca-Fomeque,30.36,2356,33.33,87.52
115.65,1,3.05,237,0,62,18.72,Colombia-La_Guajira-Fonseca,43.37,7921,11.11,115.68
60.68,2,3.13,222,0,7,22.25,Colombia-Arauca-Fortul,100.0,7325,33.33,60.68
71.31,0,4.02,284,2,147,20.69,Colombia-Cundinamarca-Fosca,38.92,1746,0.0,71.31
45.14,0,0.0,0,0,156,30.72,Colombia-Nariño-Francisco_Pizarro,71.31,4313,12.5,45.14
79.47,0,2.95,15,1,17,14.55,Colombia-Antioquia-Fredonia,24.52,4492,97.14,79.47
92.61,0,3.78,15,1,17,17.57,Colombia-Tolima-Fresno,28.2,6831,27.27,92.61
113.75,0,3.65,3,3,0,20.87,Colombia-Antioquia-Frontino,44.37,4132,49.28,113.75
89.86,0,5.17,308,0,318,26.72,Colombia-Meta-Fuente_de_Oro,39.09,3243,72.41,89.86
113.0,6,5.2,75,3,9,15.15,Colombia-Magdalena-Fundacion,44.14,16005,27.78,113.31
79.75,0,0.7,0,5,2,24.66,Colombia-Nariño-Funes,64.73,1353,29.41,79.75
109.12,0,2.72,49,7,58,12.14,Colombia-Cundinamarca-Funza,13.41,16003,16.67,109.35
113.43,0,2.35,222,0,24,12.82,Colombia-Cundinamarca-Fuquene,23.43,1221,66.67,113.43
93.72,1,4.89,49,7,58,12.65,Colombia-Cundinamarca-Fusagasuga,17.44,25161,100.0,93.76
58.72,0,2.41,284,2,147,21.75,Colombia-Cundinamarca-Gachala,33.67,1497,14.29,58.72
63.33,0,3.27,284,2,147,14.08,Colombia-Cundinamarca-Gachancipa,20.96,3777,60.0,63.54
104.14,0,0.77,222,0,24,21.22,Colombia-Boyaca-Gachantiva,60.35,580,53.85,104.14
77.15,0,1.05,284,2,147,17.96,Colombia-Cundinamarca-Gacheta,38.89,2232,30.0,77.15
109.96,0,2.61,465,0,39,20.52,Colombia-Santander-Galan,42.85,472,31.58,109.96
90.09,1,2.64,75,3,9,23.55,Colombia-Atlantico-Galapa,39.19,10229,100.0,90.32
90.42,0,2.65,41,5,0,23.69,Colombia-Sucre-Galeras,53.11,5050,46.15,90.5
80.17,0,1.99,284,2,147,19.97,Colombia-Cundinamarca-Gama,27.27,696,40.0,80.17
59.63,0,1.01,179,0,22,18.25,Colombia-Cesar-Gamarra,50.52,3718,94.12,59.63
68.91,0,2.54,222,0,24,25.24,Colombia-Santander-Gambita,53.66,1100,19.05,68.91
78.34,0,2.21,145,1,33,22.1,Colombia-Boyaca-Gameza,44.19,1168,7.69,78.34
73.16,0,3.16,222,0,24,16.76,Colombia-Boyaca-Garagoa,23.06,3912,15.0,73.21
71.47,7,6.26,9,0,16,18.14,Colombia-Huila-Garzon,30.93,22528,36.63,71.48
94.67,0,7.61,2,0,12,18.95,Colombia-Quindio-Genova,25.42,1557,9.68,94.67
73.08,1,5.88,9,0,16,16.36,Colombia-Huila-Gigante,30.7,8142,50.0,73.08
115.13,0,4.2,0,0,43,12.66,Colombia-Valle_Del_Cauca-Ginebra,18.1,3443,3.33,115.16
0.0,0,6.6,1,0,5,34.05,Colombia-Antioquia-Giraldo,47.38,918,85.71,0.0
89.2,57,5.09,49,7,58,12.23,Colombia-Cundinamarca-Girardot,20.09,19197,100.0,89.26
67.88,1,3.04,1,0,5,9.81,Colombia-Antioquia-Girardota,15.43,11455,41.94,67.88
72.95,2,2.91,294,0,39,11.69,Colombia-Santander-Giron,15.37,36420,91.8,73.03
61.86,0,3.88,1,0,5,15.08,Colombia-Antioquia-Gomez_Plata,39.45,2572,90.48,61.86
56.52,0,5.1,179,0,22,19.98,Colombia-Cesar-Gonzalez,66.33,1596,65.0,56.52
66.59,0,0.44,294,0,39,13.85,Colombia-Norte_Santander-Gramalote,32.9,1299,7.41,66.59
88.63,0,1.15,1,0,5,17.16,Colombia-Antioquia-Granada,27.26,2041,50.0,88.63
73.89,0,4.93,49,7,58,16.66,Colombia-Cundinamarca-Granada,27.26,1999,45.45,73.89
107.94,1,5.4,308,0,318,28.56,Colombia-Meta-Granada,27.26,14167,97.73,107.96
84.34,0,2.01,181,15,258,19.02,Colombia-Santander-Guaca,44.71,1245,13.89,84.34
89.16,0,0.65,181,15,258,28.24,Colombia-Boyaca-Guacamayas,62.69,323,20.0,89.16
86.99,0,3.48,0,0,43,13.06,Colombia-Valle_Del_Cauca-Guacari,21.42,6256,20.0,86.99
65.98,0,0.63,0,0,43,25.26,Colombia-Cauca-Guachene,26.23,5026,70.59,65.98
106.01,0,1.77,222,0,24,17.58,Colombia-Cundinamarca-Guacheta,32.82,2361,37.5,106.01
98.95,0,0.26,0,5,3,20.25,Colombia-Nariño-Guachucal,39.89,2854,75.0,98.95
109.36,1,5.36,0,0,43,12.24,Colombia-Valle_Del_Cauca-Guadalajara_de_Buga,11.56,19431,60.32,109.43
87.3,0,1.75,465,0,39,19.34,Colombia-Santander-Guadalupe,32.08,1110,18.18,87.3
99.84,0,1.49,1,0,5,23.53,Colombia-Antioquia-Guadalupe,32.08,1234,70.59,99.84
77.52,1,4.71,9,0,16,18.08,Colombia-Huila-Guadalupe,32.08,5481,24.0,77.52
58.87,3,2.37,34,0,51,13.43,Colombia-Cundinamarca-Guaduas,29.84,8582,8.06,58.96
79.11,0,1.72,0,5,2,19.15,Colombia-Nariño-Guaitarilla,54.29,2341,33.33,79.11
102.67,0,1.54,0,5,3,21.82,Colombia-Nariño-Gualmatan,47.44,1122,30.77,102.67
90.8,0,2.32,185,1,18,17.94,Colombia-Magdalena-Guamal,63.88,6998,57.14,91.33
134.02,1,3.36,308,0,318,20.71,Colombia-Meta-Guamal,63.88,1940,76.92,134.28
87.13,3,3.22,49,7,58,23.22,Colombia-Tolima-Guamo,33.94,6815,26.42,87.13
81.43,0,0.88,0,0,217,32.21,Colombia-Cauca-Guapi,87.42,9300,15.38,81.43
89.39,0,3.41,465,0,39,13.64,Colombia-Santander-Guapota,21.67,443,28.57,89.39
87.0,0,3.93,303,0,13,33.69,Colombia-Sucre-Guaranda,76.94,4638,53.33,87.04
63.26,0,2.88,1,0,5,12.11,Colombia-Antioquia-Guarne,17.73,10567,51.61,63.3
92.74,0,4.16,284,2,147,16.38,Colombia-Cundinamarca-Guasca,18.52,3428,11.11,92.77
120.7,0,2.37,1,0,5,15.36,Colombia-Antioquia-Guatape,14.51,1053,42.86,120.7
71.36,1,5.65,49,7,58,22.2,Colombia-Cundinamarca-Guataqui,47.11,604,37.5,71.36
72.14,0,1.58,284,2,147,13.41,Colombia-Cundinamarca-Guatavita,22.93,1475,6.67,72.14
100.69,0,1.7,222,0,24,12.83,Colombia-Boyaca-Guateque,25.96,1880,21.43,100.74
76.8,0,3.08,15,1,17,19.31,Colombia-Risaralda-Guatica,25.69,3104,30.95,76.8
68.58,0,1.97,222,0,24,27.63,Colombia-Santander-Guavata,36.27,767,5.56,68.58
93.25,0,2.62,49,7,58,13.59,Colombia-Cundinamarca-Guayabal_de_Siquima,27.6,800,23.08,93.25
0.0,0,2.83,284,2,147,21.74,Colombia-Cundinamarca-Guayabetal,31.69,943,13.64,0.0
70.79,0,1.56,222,0,24,23.04,Colombia-Boyaca-Guayata,48.08,760,6.67,70.92
110.83,0,2.6,465,0,39,19.33,Colombia-Santander-Güepsa,0.0,757,80.0,110.83
34.67,0,1.73,181,15,258,32.49,Colombia-Boyaca-Güican,0.0,2016,4.76,34.67
74.83,0,0.59,49,7,58,19.68,Colombia-Cundinamarca-Gutierrez,46.75,866,14.29,74.83
65.68,0,0.15,294,0,39,28.89,Colombia-Norte_Santander-Hacari,79.18,2960,7.94,65.68
92.7,0,3.61,185,1,18,29.45,Colombia-Bolivar-Hatillo_de_Loba,78.35,3316,58.82,92.7
94.32,0,0.49,465,0,39,19.97,Colombia-Santander-Hato,45.09,440,9.09,94.32
92.12,0,4.2,308,0,318,46.03,Colombia-Casanare-Hato_Corozal,57.31,3350,24.59,92.12
56.57,0,2.64,224,0,45,26.54,Colombia-La_Guajira-Hatonuevo,58.69,6503,14.29,56.59
76.21,0,4.67,1,0,5,17.15,Colombia-Antioquia-Heliconia,34.27,1345,87.5,76.21
46.06,1,0.79,294,0,39,12.03,Colombia-Norte_Santander-Herran,38.11,812,7.69,46.06
84.1,0,4.26,15,1,17,16.53,Colombia-Tolima-Herveo,23.43,1780,16.13,84.1
103.06,1,4.28,15,1,17,17.74,Colombia-Antioquia-Hispania,28.26,947,100.0,103.06
96.62,4,10.39,9,0,16,18.67,Colombia-Huila-Hobo,32.68,1626,62.5,96.62
85.7,2,4.19,34,0,51,14.08,Colombia-Tolima-Honda,18.83,4950,60.0,85.7
85.89,61,3.46,2,0,12,12.64,Colombia-Tolima-Ibague,16.23,114652,45.87,86.02
95.56,1,4.47,49,7,58,18.79,Colombia-Tolima-Icononzo,34.75,2408,48.57,95.56
79.75,0,0.48,0,5,3,22.31,Colombia-Nariño-Iles,60.19,1704,18.18,79.75
95.18,0,0.74,0,5,2,19.72,Colombia-Nariño-Imues,55.43,1287,43.48,95.18
107.39,0,6.1,45,0,51,33.21,Colombia-Guainia-Inirida,57.53,5464,35.14,107.39
71.2,0,3.31,0,0,44,27.86,Colombia-Cauca-Inza,68.44,8414,46.67,71.2
76.41,1,1.15,0,5,3,15.33,Colombia-Nariño-Ipiales,30.66,30723,76.83,76.43
82.62,2,6.37,9,0,16,24.17,Colombia-Huila-Iquira,44.29,2837,29.03,82.62
79.89,0,2.63,3,0,0,23.27,Colombia-Huila-Isnos,46.63,6578,18.33,79.89
121.2,0,5.0,0,0,9,60.9,Colombia-Choco-Istmina,88.08,6835,41.46,121.2
73.06,4,2.57,1,0,5,7.77,Colombia-Antioquia-Itagüi,0.0,51046,100.0,73.34
96.64,0,5.26,0,5,6,27.95,Colombia-Antioquia-Ituango,65.22,5797,49.48,96.64
68.59,0,4.23,145,1,33,13.81,Colombia-Boyaca-Iza,23.22,417,0.0,68.59
73.86,0,3.7,0,0,44,25.52,Colombia-Cauca-Jambalo,72.95,4878,71.43,73.86
86.29,0,4.54,0,0,43,12.67,Colombia-Valle_Del_Cauca-Jamundi,15.63,23829,64.71,86.3
89.01,0,4.65,15,1,17,14.21,Colombia-Antioquia-Jardin,24.28,3057,95.24,89.01
74.96,0,0.99,222,0,24,16.28,Colombia-Boyaca-Jenesano,41.83,1685,11.11,74.96
87.42,0,2.7,15,1,17,16.42,Colombia-Antioquia-Jerico,27.06,2512,89.66,87.42
80.71,0,3.26,222,0,24,22.81,Colombia-Boyaca-Jerico,27.06,845,63.16,80.71
66.67,1,1.24,49,7,58,21.82,Colombia-Cundinamarca-Jerusalen,51.14,672,41.67,66.67
91.4,0,0.99,222,0,24,23.13,Colombia-Santander-Jesus_Maria,43.72,698,0.0,91.4
124.89,0,1.77,465,0,39,32.36,Colombia-Santander-Jordan,60.81,225,12.5,124.89
93.37,0,0.82,49,0,39,19.28,Colombia-Atlantico-Juan_de_Acosta,30.95,3620,87.5,93.45
62.8,0,1.48,284,2,147,19.26,Colombia-Cundinamarca-Junin,34.11,1688,18.52,62.8
111.91,0,4.89,26,0,46,58.18,Colombia-Choco-Jurado,86.21,974,5.56,111.91
68.51,0,2.03,0,0,1,25.32,Colombia-Cordoba-La_Apartada,53.65,4061,57.14,68.51
86.25,0,5.77,9,0,16,19.28,Colombia-Huila-La_Argentina,44.67,3636,32.35,86.25
66.4,0,2.42,222,0,24,24.19,Colombia-Santander-La_Belleza,34.02,1908,17.86,66.4
132.75,0,4.87,284,2,147,12.45,Colombia-Cundinamarca-La_Calera,13.36,5570,25.81,136.09
94.24,0,0.44,222,0,24,15.26,Colombia-Boyaca-La_Capilla,25.3,469,0.0,94.24
91.38,0,2.0,1,0,5,10.46,Colombia-Antioquia-La_Ceja,13.75,11095,60.87,91.44
70.26,7,5.95,0,0,9,14.61,Colombia-Risaralda-La_Celia,24.27,1839,23.33,70.26
54.17,0,5.26,49,2,311,51.39,Colombia-Amazonas-La_Chorrera,52.89,1176,0.0,54.17
82.27,0,0.46,3,0,0,21.91,Colombia-Nariño-La_Cruz,71.67,3598,23.26,82.27
109.56,0,3.16,0,0,43,17.12,Colombia-Valle_Del_Cauca-La_Cumbre,22.69,2018,28.57,109.56
80.59,1,4.96,34,0,51,14.03,Colombia-Caldas-La_Dorada,25.07,16331,31.03,80.61
68.63,0,0.88,294,0,39,12.2,Colombia-Norte_Santander-La_Esperanza,60.74,3443,12.31,68.69
95.99,0,3.46,1,0,5,10.99,Colombia-Antioquia-La_Estrella,11.64,12510,100.0,96.76
80.9,0,0.3,0,5,2,16.7,Colombia-Nariño-La_Florida,46.21,1932,21.21,80.9
93.84,0,4.09,179,0,22,21.23,Colombia-Cesar-La_Gloria,54.77,3391,21.05,93.84
56.36,0,6.06,14,1,137,38.85,Colombia-Guainia-La_Guadalupe,100.0,110,0.0,56.36
0.0,0,4.94,149,0,13,23.4,Colombia-Cesar-La_Jagua_de_Ibirico,55.65,5759,20.0,0.0
87.67,0,0.47,234,0,24,19.1,Colombia-La_Guajira-La_Jagua_del_Pilar,66.75,681,50.0,87.67
63.81,0,1.14,0,5,2,14.76,Colombia-Nariño-La_Llanada,37.12,1390,0.0,63.81
43.14,0,6.13,207,41,177,25.17,Colombia-Meta-La_Macarena,100.0,8453,4.04,43.14
110.0,0,4.52,15,1,17,17.39,Colombia-Caldas-La_Merced,25.78,1150,30.77,110.0
91.1,2,3.12,49,7,58,12.89,Colombia-Cundinamarca-La_Mesa,23.69,6204,46.15,91.18
53.87,1,4.81,16,0,22,26.35,Colombia-Caqueta-La_Montañita,65.29,6605,10.48,53.87
77.48,1,2.74,34,0,51,13.8,Colombia-Cundinamarca-La_Palma,42.75,2105,15.79,77.48
77.01,1,0.88,465,0,39,18.98,Colombia-Santander-La_Paz,39.08,1018,4.35,77.01
103.87,0,4.85,234,0,24,25.4,Colombia-Cesar-La_Paz,39.08,6144,18.46,103.92
56.76,0,1.32,309,1,230,56.49,Colombia-Amazonas-La_Pedrera,58.8,1605,20.0,56.76
67.54,0,0.72,34,0,51,24.98,Colombia-Cundinamarca-La_Peña,68.49,1377,29.17,67.54
108.37,0,10.36,15,1,17,15.53,Colombia-Antioquia-La_Pintada,37.63,1421,80.0,108.37
85.98,1,3.97,9,0,16,20.94,Colombia-Huila-La_Plata,44.51,16232,28.13,86.0
81.1,0,0.0,294,0,39,20.65,Colombia-Norte_Santander-La_Playa,50.83,1894,6.82,81.1
58.35,2,6.94,171,5,4,23.93,Colombia-Vichada-La_Primavera,100.0,4341,93.75,58.35
76.73,0,2.0,181,15,258,35.48,Colombia-Casanare-La_Salina,51.15,361,12.5,76.73
88.87,0,2.75,0,0,44,22.05,Colombia-Cauca-La_Sierra,56.91,2013,29.79,88.87
70.24,1,8.46,2,0,12,14.12,Colombia-Quindio-La_Tebaida,22.38,9473,0.0,70.24
46.44,0,0.09,0,0,156,39.23,Colombia-Nariño-La_Tola,91.46,3938,14.29,46.44
75.23,0,1.44,0,0,10,12.37,Colombia-Valle_Del_Cauca-La_Union,18.41,7097,8.0,75.24
95.41,0,0.38,0,0,1,33.04,Colombia-Sucre-La_Union,18.41,2746,37.04,95.41
98.77,0,0.23,0,5,2,19.39,Colombia-Nariño-La_Union,18.41,5275,45.0,98.77
95.42,0,2.48,15,1,17,13.29,Colombia-Antioquia-La_Union,18.41,4301,26.92,95.42
95.03,0,0.19,181,15,258,21.49,Colombia-Boyaca-La_Uvita,49.63,503,23.08,95.03
103.83,2,2.22,49,7,58,13.23,Colombia-Cundinamarca-La_Vega,24.8,2791,9.68,103.87
0.0,0,1.54,0,0,44,29.13,Colombia-Cauca-La_Vega,24.8,10464,38.89,29.47
0.0,0,0.0,55,5,72,91.97,Colombia-Amazonas-La_Victoria,100.0,396,0.0,0.0
86.99,0,0.77,0,0,10,13.32,Colombia-Valle_Del_Cauca-La_Victoria,100.0,2306,16.67,86.99
60.26,0,2.98,34,0,51,16.0,Colombia-Boyaca-La_Victoria,100.0,380,20.0,60.26
89.18,4,5.02,2,0,12,16.47,Colombia-Risaralda-La_Virginia,23.7,6536,80.0,89.2
66.94,2,1.67,294,0,39,15.8,Colombia-Norte_Santander-Labateca,42.94,1440,14.81,66.94
55.74,4,8.35,145,1,33,29.55,Colombia-Boyaca-Labranzagrande,70.15,940,4.55,55.74
69.06,0,1.42,465,0,39,28.13,Colombia-Santander-Landazuri,48.87,3549,9.26,69.06
91.62,6,2.03,294,0,39,12.33,Colombia-Santander-Lebrija,25.99,8451,22.81,91.63
139.16,0,9.72,81,0,80,21.56,Colombia-Putumayo-Puerto_Leguizamo,37.82,4035,20.65,139.16
49.1,0,0.34,0,5,2,22.15,Colombia-Nariño-Leiva,64.26,3817,4.76,49.1
103.66,0,5.72,51,9,44,26.75,Colombia-Meta-Lejanias,38.39,2265,92.86,103.66
79.12,0,2.05,222,0,24,16.43,Colombia-Cundinamarca-Lenguazaque,32.41,2256,16.67,79.17
97.93,2,3.93,49,7,58,21.33,Colombia-Tolima-Lerida,27.35,3568,37.5,97.93
113.17,7,5.45,0,0,6,42.72,Colombia-Amazonas-Leticia,37.65,11082,31.58,113.24
89.6,0,4.34,2,0,12,21.33,Colombia-Tolima-Libano,29.83,8790,18.42,89.62
104.63,0,2.45,1,0,5,17.46,Colombia-Antioquia-Liborina,35.23,1923,58.82,104.63
81.5,0,0.63,0,5,2,20.84,Colombia-Nariño-Linares,53.94,2000,25.0,81.5
